accession,species,ncbi_organism_name
GCF_029867265.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001378355.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000680755.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis XTB13-137
GCF_004108165.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003393955.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900123855.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001395115.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000804245.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001078615.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis
GCF_000669815.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis 38088
GCF_000662885.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis M1416
GCF_001969025.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000678895.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis BTB10-406
GCF_001842195.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001396755.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001845705.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002000215.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001396715.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000670235.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TB_RSA20
GCF_000669295.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis UT0017
GCF_001382515.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001394395.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001382995.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001395335.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000649255.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis 2230BH
GCF_000659365.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_02_0024
GCF_900709235.2,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001383795.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900123195.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000649515.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis 3499MM
GCA_002703985.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis
GCF_900121575.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_013010385.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000651475.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_03_0037
GCF_030244645.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_020683865.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_902506635.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis
GCF_023865015.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_025819605.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004112355.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_020035915.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000661165.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK-01-0055
GCF_900123535.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004111275.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000664945.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis M2249
GCF_001946605.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004109005.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000313215.2,Mycobacterium tuberculosis,Mycobacterium tuberculosis UM 1072388579
GCF_001130685.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000666145.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001322365.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_008761675.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000673555.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis KT-0003
GCF_001852145.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000666685.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant africanum MAL010123
GCF_000674075.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis KT-0063
GCF_001844535.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003394385.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000685425.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001390275.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000672615.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_03_0030
GCF_900121835.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900124495.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000661205.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK-01-0057
GCF_002116815.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000671095.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TB_RSA67
GCF_002290165.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001379395.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900120475.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000659745.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_02_0055
GCF_030570275.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003394485.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_018596175.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000669675.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis KZN 1435
GCF_003399185.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001387795.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_026167585.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001645625.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001845265.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_000736075.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001844385.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001383515.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000674355.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis KT-0092
GCA_012029495.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000680455.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis XTB13-119
GCF_000679035.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis BTB11-047
GCF_001946195.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000672235.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_02_0046
GCF_001852325.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003399005.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_000165695.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis SUMu002
GCF_001946425.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000656095.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis XTB13-244
GCF_001840775.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000343935.1,Mycobacterium tuberculosis,Mycobacterium canettii CIPT 140070007
GCF_001169565.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001393155.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000947875.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis
GCF_003546305.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001850855.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001391415.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001889725.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001852445.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000804205.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001397775.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001208765.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000656875.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_04_0139
GCF_003393575.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900122355.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001946865.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_025916995.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003393025.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002129445.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000220415.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis S96-129
GCA_030569215.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004121485.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001394015.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000660265.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK-01-0002
GCF_000673915.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis KT-0043
GCF_001387655.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004110335.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004112735.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002446915.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000679675.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis BTB12-400
GCF_001386215.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001391235.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004106485.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001845595.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_030242545.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000661185.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK-01-0056
GCF_001835535.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001321905.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002128865.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000676475.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TB_RSA161
GCF_013267635.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000443325.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis PanR0205
GCF_004106695.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000665425.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis H2438
GCF_001387775.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_009932255.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001943825.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001397675.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001376875.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000654415.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis M1009
GCF_001380135.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001318685.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001391035.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001483905.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis
GCF_001445315.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000652195.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_03_0116
GCF_000656995.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_04_0153
GCF_001390755.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_904810335.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant microti
GCF_000804265.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001381715.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001396375.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000667185.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis MAL020152
GCF_002357935.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_001544895.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_014217175.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004112435.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_014900515.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900124445.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001841175.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001380735.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_019661545.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000671055.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TB_RSA64
GCF_001394155.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002129665.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_030575535.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000667685.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis MAL020202
GCF_001381035.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003392855.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003396995.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001391655.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_001394555.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000651375.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_03_0021
GCF_000445875.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis PanR0907
GCF_000661775.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK-01-0090
GCF_001842445.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001845635.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_022870225.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004107615.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000679955.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis XTB13-086
GCF_001376095.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_008762215.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003395745.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002447435.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_030577515.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000673295.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_04_0039
GCF_001375815.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003399245.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900124135.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_021352535.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001383035.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000668435.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis UT0048
GCF_003704015.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis BCG
GCA_030566935.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001851465.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002191175.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis PR08
GCF_004113445.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001846815.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001393335.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900120695.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000665805.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis M2350
GCF_000678735.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis BTB10-097
GCF_001390015.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000679755.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis BTB13-127
GCF_001396415.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900121105.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003396205.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_002704055.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis
GCF_002131445.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001380655.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003396035.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_020683545.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004105665.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001102685.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001846485.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000670335.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TB_RSA25
GCF_000804005.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001378095.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000657555.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis NRITLD20
GCF_000667285.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis MAL020167
GCF_014899505.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003394885.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001947985.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001350735.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_018109245.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001388815.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000673835.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis KT-0028
GCF_900124425.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004113735.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000654495.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis M1017
GCF_001211605.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900121395.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000653835.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_05SA_0058
GCF_000669095.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis UT0104
GCF_000670915.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TB_RSA57
GCF_001324765.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_002129365.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001944955.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_014900115.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000658195.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis MD18486
GCF_000649895.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis MD19693
GCF_001843535.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001839785.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_001318765.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001850225.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001094405.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001384715.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001944225.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900169985.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000653635.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_05SA_0042
GCF_000664485.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis M2137
GCA_005239015.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001383775.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000709575.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis Mtb194
GCF_001318605.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_004109335.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCA_001997825.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001388015.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001850185.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_900122795.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_003391955.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_001327715.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis
GCF_000652955.1,Mycobacterium tuberculosis,Mycobacterium tuberculosis TKK_05MA_0016
